	Abditibacteriota	Acidobacteriota	Actinobacteriota	Aenigmarchaeota	Armatimonadota	Bacteroidota	Bdellovibrionota	Chloroflexi	Crenarchaeota	Cyanobacteria	Dadabacteria	Deferrisomatota	Deinococcota	Dependentiae	Desulfobacterota	Elusimicrobiota	Entotheonellaeota	FCPU426	Fibrobacterota	Firmicutes	Gemmatimonadota	Halanaerobiaeota	Hydrogenedentes	Latescibacterota	MBNT15	Methylomirabilota	Myxococcota	Nanoarchaeota	NB1-j	Nitrospirota	Patescibacteria	Planctomycetota	Proteobacteria	RCP2-54	SAR324 clade(Marine group B)	Spirochaetota	Sumerlaeota	Thermoplasmatota	TX1A-33	Verrucomicrobiota	WPS-2	WS2	WS4	Unclassified
avca-elkld_11_c21	0.377321856190538	5.82745453368714	30.19480939745	0	0.322309235648178	5.23008219532716	0.302245809332729	1.88013720794771	0.343667076564624	0.979871852954501	0	0	0.376027441589541	0.0271827066209307	0.0588958643453498	0.0161801825124587	0.014885767911462	0	0	1.97980713222445	3.65024917481069	0	0	0.0763704614588053	0	0.0168273898129571	1.23940198045434	0	0	0.281535175716782	0.0362436088279076	1.19215584751796	44.107824736263	0	0.00453045110348845	0	0.0252410847194356	0.0194162190149505	0	1.28729532069122	0	0.00453045110348845	0	0.127499838198176
avca-elkld_12_c21	0.139723237474246	9.52565144972726	33.6922457550186	0	0.279446474948492	2.95392290750637	0.485479045461363	4.70243686798917	0.792554409175949	0.181561269034331	0	0	0.206032570512871	0	0.0513107934227457	0	0	0	0.0292076824098706	4.28405655238832	5.60392803858572	0	0	0	0.0355228569849778	0.0505213966008573	3.60912226967374	0.026050095122317	0	0.298391998673813	0.0268394919442054	2.48659998894844	28.2311985411947	0.0828866662982815	0.00868336504077235	0	0.0244713014785402	0.0986746027360494	0	1.89613116617593	0	0	0	0.197349205472094
avca-elkld_13_c21	0.109532182284611	7.77534372928256	25.437408122676	0	0.268786210474736	4.10457440982331	0.267344997549938	4.20834174040873	0.652148848470873	0.232035280892399	0	0	0.0281036520335514	0.00720606462398755	0.205372841783645	0.0295448649583489	0	0	0.00936788401118381	0.355979592424985	4.70772201885107	0	0.00576485169919004	0.0180151615599689	0	0	7.19885855936356	0.0115297033983801	0	0.373994753984954	0.0360303231199377	3.44954313550284	38.3960741359929	0.00864727754878506	0.00360303231199377	0	0.0273830455711527	0.20825526763324	0	1.66676274752832	0	0	0	0.196725564234853
avca-elkld_14_c21	0.323783867792571	4.63658498678962	35.7677563073097	0	0.330259545148423	5.27508677407657	0.27197844894576	3.1160959436357	0.615189348805885	0.49862715640056	0	0	0.160596798425115	0	0.04532974149096	0.0686421799720251	0.0336735222504274	0	0.0220173030098948	1.31585763870901	4.67802932186707	0	0	0	0	0	4.03305185722427	0.00906594829819199	0	0.170957882194478	0.018131896596384	1.3378749417189	35.6382427601927	0.0207221675387246	0	0	0	0.0712324509143656	0	1.27570843910273	0	0	0	0.265502771589908
avca-elkld_15_c21	0.226549239858097	5.33956890083554	33.3428032372502	0	0.315420645847447	4.9279923075242	0.482236645614342	3.87828988104344	0.778717483627993	1.14877219053447	0	0	0.174100541241432	0	0.0174828995388885	0.053905606911573	0.0109268122118053	0	0.0196682619812496	0.754678496762021	5.64479118861863	0	0	0.00509917903217582	0.00946990391689795	0.011655266359259	2.79435010963235	0.00509917903217582	0	0.222906969120829	0.0123837205067127	1.73590623338214	35.8421294171638	0.0407934322574066	0.0123837205067127	0	0.0429787946997676	0.181385082715968	0	1.61571129905228	0	0.0123837205067127	0	0.339459632713414
avca-elkld_16_c19	0.545469686875416	7.59597768154564	30.1590606262492	0	0.477806462358428	4.53551798800799	0.631870419720187	3.91718021319121	0.76199200532978	0.349766822118588	0	0	0.0593354430379747	0.0104097268487675	0.0260243171219187	0.012491672218521	0.0176965356429047	0.00832778147901399	0.0114506995336442	0.643321119253831	5.62853930712858	0	0	0.0582944703530979	0	0.0666222518321119	2.53685043304464	0.0114506995336442	0	0.566289140572951	0.0312291805463025	2.76482345103264	34.6779230512991	0	0.0229013990672885	0	0.0281062624916722	0.243587608261159	0	3.30300632911392	0	0.0114506995336442	0	0.28522651565622
avca-elkld_17_c19	0.288801357599913	9.5475704877707	35.1816101259516	0	0.287244476965951	4.12261991873083	0.638321059924336	4.93920381124379	0.648440784045087	0.123772010399963	0	0	0.0646105463094145	0.00544908221886628	0.107424763743364	0.0217963288754651	0.0560477028226246	0	0	1.15987607230154	3.65477728822531	0	0	0.0342513739471595	0	0.0965265993056312	1.94143015055036	0.0140119257056561	0	0.465507309554576	0.0194610079245224	2.27460260621818	31.5968924662546	0.0241316498264078	0	0	0.0326944933131977	0.115987607230154	0	2.05975307873145	0	0.0163472466565988	0	0.460836667652686
avca-elkld_18_c19	0.349188673242125	4.15924276169265	40.3499840916322	0	0.22510340439071	4.53627107858734	0.418390073178492	2.04263442570792	0.393732103086223	0.337257397391028	0	0	0.0922685332484887	0	0	0.0159083678014636	0.00715876551065861	0.0103404390709513	0.00954502068087814	0.414412981228126	4.06856506522431	0	0	0.00795418390073178	0	0.0143175310213172	2.5771555838371	0	0	0.206013363028953	0.0548838689150493	1.36493795736557	37.098313713013	0	0	0	0.0182946229716831	0.126471524021635	0	0.9608654152084	0	0.0174992045816099	0	0.123289850461347
avca-elkld_19_c19	0.13245771810209	11.8472971654048	28.2351054781724	0.00209143765424353	0.360424422414634	3.07371620585324	0.459419138048828	4.76011210105827	1.30296565859372	0.270492603282163	0	0	0.013245771810209	0.00418287530848705	0.0369487318916356	0.0202172306576874	0.0634402755120537	0	0	1.89205393120564	3.67883883381436	0	0	0.013245771810209	0	0.0313715648136529	6.90871571785112	0.00557716707798274	0	0.544470935988065	0.0348572942373921	2.36193025752569	31.7842751774236	0.0306744189289051	0	0	0.026491543620418	0.152674948759777	0	1.62574420323197	0	0.0153372094644525	0	0.311624210482293
avca-elkld_20_c19	0.167593710617128	11.0103789333386	27.8528870326016	0	0.42294318309283	3.18494031948376	0.574701267509914	5.28580006202287	1.3460282270037	0.348383776400958	0	0	0.0197945327500544	0.00263927103334059	0.130643916150359	0.0191347149917193	0.0145159906833733	0	0.0230936215417302	2.33245577571475	6.53021635424296	0	0	0	0	0.0211141682667247	4.58573342042928	0.00263927103334059	0	0.430860996192852	0.0415685187751143	2.20115204180605	31.5023390539533	0.0197945327500544	0.00659817758335148	0	0.035630158950098	0.0837968553085638	0	1.46677487677903	0	0.0158356262000435	0	0.320011612792541
avca-elkld_21_c19	0.265023620042973	9.90918823414912	29.4385841449994	0	0.341386358021456	3.82562344186325	0.747905639612796	5.81704386365508	1.08704603475253	0.723200047913875	0	0	0.112298144086005	0	0.358605406781311	0.101816983971312	0.0816033180358306	0	0.0344380975197083	1.38650775231521	4.08690379043669	0.0568977263369094	0	0.0179677030537609	0	0.103314292559125	5.59843680983432	0.0104811601146938	0	0.33839174084583	0.035186751813615	2.26243327618606	30.9890471876801	0.0801060094480172	0	0	0.0149730858781341	0.214863782351224	0	1.44714875012166	0.0299461717562681	0.0119784687025072	0	0.47165220516122
avca-elkld_22_c19	0.656938189297493	6.62168871236569	34.545551260683	0	0.438845349125855	5.51703961133374	1.21103585233519	2.58431150040782	0.570942231994042	0.410475548778325	0	0	0.116138870172701	0.0106386751303238	0	0.00709245008688251	0.0062058938260222	0.0132983439129047	0.0274832440866697	0.36792084825703	4.48952090499663	0	0	0.0257101315649491	0	0	2.44866839249619	0.0186176814780666	0	0.306748466257669	0.0132983439129047	2.18624773928153	34.3708996772935	0	0.00531933756516188	0	0.0523068193907585	0.524841306429306	0	2.04351218128302	0	0.0257101315649491	0	0.382992304691655
avca-elkld_23_c19	0.1017821861217	7.82325822739338	32.953479553755	0	0.34792211334411	3.10868075651439	0.211547288801964	6.31980894219703	1.08101995063897	0.180280865614252	0	0	0.0405798258393704	0.0405798258393704	0.0133048609309411	0.0498932284910292	0.115752290099188	0	0.0405798258393704	1.14488328310748	6.55064827934886	0	0	0.00266097218618822	0	0.083155380818382	5.33990593463322	0.00864815960511173	0	0.32996055108734	0.147683956333446	2.65165878353656	28.8249812068839	0.0798291655856467	0.0246139927222411	0	0.0864815960511173	0.106438887447529	0	2.05493577078386	0	0.00665243046547056	0	0.12839190798357
avca-elkld_24_c19	0.0929995946171517	14.17409206165	32.2303210473185	0	0.74876596691758	1.78686400597741	0.511895204559365	6.19679350115653	3.63970208334989	0.182024847583998	0	0	0.0214614449116504	0.00556407831042788	0.0166922349312836	0.0222563132417115	0.340203645266162	0	0.00476920998036675	1.48958325053455	6.64430437098095	0	0	0.0095384199607335	0	0.152614719371736	2.89650019474274	0.00715381497055013	0	0.525407966170404	0.00476920998036675	2.9688332127783	22.7324393714181	0.205870897485831	0	0	0.0413331531631785	0.0985636729275795	0	1.94742740864976	0	0.0166922349312836	0	0.284562862161891
avca-elkld_25_c19	0.461137001090453	7.2268305782658	41.0059296793199	0	0.377047312656312	4.71824529233373	0.641794202694125	3.76504798537382	0.962420046981723	0.174689546295442	0	0	0.0743244342934025	0.00705268354608929	0.00813771178394918	0.0580490107255041	0.0971100272884602	0.0059676553082294	0.0162754235678984	0.933124284559506	4.80559006548145	0	0	0.00271257059464973	0	0.0667292366283833	1.89391678918444	0.010307768259669	0	0.331476126666196	0.010307768259669	2.03931057305766	28.1537702018695	0.059676553082294	0.0108502823785989	0	0.0157329094489684	0.10307768259669	0	1.59933162260548	0	0	0	0.364026973801984
avca-elkld_26_c19	0.156349684155667	9.24709540026418	34.2190153564144	0	0.710762069926048	2.24460638517733	0.54362964893206	9.01616511964345	0.978533368077708	0.166233859590795	0	0	0.148262631526925	0	0.107827368383218	0.0467251929660613	0.236321649039887	0	0.00988417543512836	1.11152045575034	4.59973582294746	0	0	0.0359424561277395	0	0.141972701704571	3.32377863041271	0.0539136841916092	0	0.393569894598747	0.0143769824510958	5.59264617347626	24.1452434652122	0.0494208771756418	0	0	0.00898561403193487	0.166233859590795	0	2.13767757819731	0	0.0188697894670632	0	0.37470010513168
avca-elkld_27_c19	0.327413500439459	8.44498715170383	40.4375800921857	0	0.66153629392071	3.02790394976081	0.326742571135279	5.99944983797057	2.14026448033171	2.60052198299865	0.00536743443343375	0	0.0952719611934491	0	0.104664971451958	0	0.487765604138292	0	0.0114057981710467	0.890994115950002	3.98464913752038	0	0	0.0597127080719505	0	0.238179902983623	1.85579045535972	0.00536743443343375	0	0.358947177735882	0.0261662428629895	2.44620824303743	22.4895502760874	0.112716123102109	0.00469650512925453	0	0.0241534549504519	0.0308627479922441	0	2.3341630492395	0	0.0174441619086597	0	0.449522633800072
avca-elkld_28_c19	0.143695977242058	12.8130128742843	33.9034975746745	0	0.315839381450819	2.82067179692914	0.209343885626755	5.31602173675189	1.7214340420876	1.06203727342354	0.00364710602137204	0	0.083883438491557	0	0.0590831175462271	0.0576242751376783	0.140048871220686	0.0124001604726649	0.0415770086436413	0.935117983879791	5.92727670593384	0	0	0.0182355301068602	0	0.126919289543747	3.25686567708523	0.0182355301068602	0	0.514971370217732	0.00583536963419527	2.90893176264634	25.0257120974507	0.0970130201684963	0.00364710602137204	0	0.0145884240854882	0.131295816769393	0	2.06426200809658	0	0.0145884240854882	0	0.23268536416353
avca-elkld_29_c19	0.253991552802182	6.90813852253186	29.255078032249	0	0.312992423424785	5.42448248321713	0.792194616530317	3.89189889265439	0.564105884977083	0.793633662155259	0	0	0.153258359056274	0	0.0769889409343723	0.0129514106244738	0.0151099790618862	0	0	2.60611162676913	4.84526661917816	0	0	0.00863427374964923	0	0.0115123649995323	3.03854483706406	0.0208661615616523	0	0.221613026240997	0.00719522812470769	1.45991178650319	37.6087378850346	0.00863427374964923	0.0323785265611846	0	0.01870759312424	0.179880703117692	0	1.16059029651535	0	0.00647570531223692	0	0.310114332174905
avca-elkld_30_c19	0.190108201193731	11.9799028473024	32.2239573367569	0	0.569090134742274	2.46832044342121	0.551807570997389	4.41631227123749	1.3418676279064	0.33392382092795	0	0	0.0277755488757075	0.003703406516761	0.0734508959157598	0.0253066111978668	0.0648096140433175	0.0104929851308228	0.0586372698487158	1.247430761729	6.11123798707511	0	0	0.00802404745298217	0	0.0648096140433175	4.03177522791381	0.0197515014227253	0	0.318492960441446	0.0246893767784067	2.55473326214563	29.0865547826409	0.172208403029387	0.007406813033522	0	0.0166653293254245	0.192577138871572	0	1.54864115842556	0	0.0123446883892033	0	0.24319036126731
avca-elkld_31_c19	0.163970266724967	9.41530935723656	30.6392107564495	0	0.232974420638391	3.35660800174902	0.180367293397464	4.14571491036292	1.66224857892436	0.681159816353301	0	0	0.0321108439003061	0.00888172278093572	0	0.0163970266724967	0.030061215566244	0.00341604722343682	0.0232291211193704	1.41151071272409	5.37754153913424	0	0	0	0	0.015030607783122	5.23133471797114	0.015030607783122	0	0.231608001749016	0.0232291211193704	2.61464254481854	32.6150524704854	0.0198130738959335	0	0	0.0239123305640577	0.00273283777874945	0	1.68001202448623	0.00273283777874945	0.00546567555749891	0	0.138691517271539
avca-elkld_32_c19	0.600755235152763	9.71936148300721	32.1318228630278	0	0.436262730289507	2.51029866117405	0.260327268566197	5.97465385055498	1.64993134225884	0.173789907312049	0	0	0.0336136857764046	0.00357592401876645	0.0200251745050921	0.044341457832704	0.00500629362627303	0	0.0114429568600526	2.32077468817943	5.29522828698936	0	0	0	0	0	4.35404508525003	0	0	0.364744249914178	0.0143036960750658	2.78922073463783	29.3776461837739	0.0164492504863257	0	0	0.0207403593088454	0.0879677308616547	0	1.56911545943472	0	0.00643666323377961	0	0.20811877789221
avca-elkld_33_c13	0.237043922844527	4.22562331927891	37.0259951528834	0	0.231068025629959	3.08024301982006	0.386441353208725	3.47000431592577	1.18588360280203	0.178612927857641	0	0	0.159357259055144	0.0139437601673251	0.00398393147637861	0.0252315660170645	0.0424952690813718	0	0	0.943527771322333	3.426845058265	0	0	0.035191394708011	0	0.019919657381893	1.32996912453106	0	0	0.174628996381262	0.0677268350984363	1.47604661199827	40.7376913117094	0.0491351548753361	0	0	0.030543474652236	0.0192556688024966	0	1.31004946714917	0	0	0	0.113542047076777
avca-elkld_34_c13	0.193481534251898	4.33431018570989	45.8615999870473	0	0.285769797451549	3.4931917167236	0.0882405323575604	2.13234460761297	0.697828797176303	0.230720657999126	0	0	0.0752877936628726	0	0	0.0161909233683597	0.00323818467367194	0	0	0.555348671534738	3.49481080906044	0	0	0	0	0.0153813771999417	1.93724398102424	0.00809546168417985	0	0.363486229619675	0.250959312209575	1.42399171024724	33.2917766300212	0	0.00404773084208992	0	0.0145718310315237	0.146527856483655	0	1.02893318005926	0.00242863850525395	0	0	0.0501918624419062
avca-elkld_35_c13	0.174160169059244	9.15033156015449	32.26991182686	0	0.516650878087882	3.72659039568607	0.290752750856227	3.73533483932085	1.12511841434089	0.242658310864971	0	0	0.0327916636304015	0	0.0357064781753261	0.0422648109014064	0.0247759236318589	0	0.0116592581796983	1.19361655614662	5.45507542082635	0	0	0.0437222181738687	0	0.0123879618159295	3.79435983385557	0.0327916636304015	0	0.476572178095169	0.125337025431757	3.11302193397945	31.8334183487576	0.00728703636231145	0.0313342563579392	0	0.0196749981782409	0.164687021788239	0	2.08919332507469	0	0	0	0.228812941776582
avca-elkld_36_c13	1.27365683020899	4.43089066283972	29.4981612700691	0	0.464167189882501	7.08807964839896	0.723532753311209	4.18796902562263	0.269082428917392	3.4539719556313	0	0	0.39764403384459	0.00971686548868359	0	0	0	0	0	2.66167369270787	3.28504798636649	0	0	0	0	0	2.57048464735253	0.0044847071486232	0	0.133046312075821	0.0657757048464735	1.48518551738571	36.5892307232338	0.0119592190629952	0.0022423535743116	0	0.0246658893174276	0.011211767871558	0	0.911890453553383	0	0	0	0.446228361288007
avca-elkld_37_c13	0.228388350264094	12.1309598100838	30.573158257043	0	0.48379729408056	2.43378346211005	0.367351402819149	5.45236977038929	1.2390872186159	0.236751867316019	0	0	0.0109369069140552	0.00257338986213064	0.0733416110707232	0.0514677972426128	0.0186570765004471	0.00836351705192457	0.00965021198298989	1.30277861770364	4.97629264589512	0	0	0.0733416110707232	0	0.0173703815693818	3.46442610189337	0.00965021198298989	0	0.407238945682174	0.0295939834145023	3.37693084658093	29.1018226033699	0.0726982636051905	0.00386008479319596	0	0.0328107207421656	0.0463210175183515	0	3.55642478946454	0	0.0115802543795879	0	0.196220976987462
avca-elkld_38_c13	0.409572759396081	9.75746867973016	36.1419852232573	0	0.599903629938966	2.97301638291038	0.354159974301317	5.19113395438484	1.83183424349502	0.265820751686476	0	0	0.116447157083199	0.0136524253132027	0.0144555091551558	0.0546097012528108	0.122068743976871	0	0.0088339222614841	0.904272406039191	4.25714744619338	0	0	0.0313202698361709	0	0.136524253132027	2.20285897847735	0.0088339222614841	0	0.407163507870222	0.0513973658849984	2.79392868615483	28.6789270799871	0.106007067137809	0.0032123353678124	0	0.0305171859942178	0.016061676839062	0	2.35464182460649	0	0	0	0.162222936074528
avca-elkld_39_c13	0.248922544004511	6.58396101019052	35.0167156724534	0	0.378620050751198	4.31546300398759	0.406009586337455	3.41885850082571	1.09799814717847	0.514762154106416	0	0	0.124864059290289	0	0	0.0249728118580578	0.00322229830426552	0	0.0201393644016595	0.60740323035405	5.46824022233858	0	0	0	0	0.0378620050751198	2.8058162484392	0.0128891932170621	0	0.368147581262335	0.0459177508357836	2.72445321625649	33.3540097474524	0.023361662705925	0.00725017118459741	0	0.0443066016836509	0.350424940588875	0	1.78998670801949	0	0	0	0.205421516896934
avca-elkld_40_c13	0.247422680412371	8.44077892325315	31.6756013745704	0	0.492096219931272	3.58487972508591	0.420618556701031	4.9475372279496	1.30400916380298	0.523253150057274	0	0	0.0714776632302405	0	0	0.0678121420389462	0	0	0	0.504925544100802	4.7495990836197	0	0	0.0201603665521191	0	0.0146620847651775	3.62520045819015	0	0	0.692783505154639	0.243757159221077	3.63528064146621	31.5335624284078	0	0.00824742268041237	0	0.0577319587628866	0.193356242840779	0	2.78029782359679	0	0	0	0.164948453608247
avca-elkld_41_c13	0.345977518038847	5.29556083218775	30.5440266257983	0	0.286779843849691	5.36002052186039	0.451217827708458	2.69217867173574	0.910328678642137	0.397282169002782	0	0	0.0447271316095848	0.0157860464504417	0.00591976741891563	0.0822189919293838	0.0065775193543507	0.0065775193543507	0.0177593022567469	0.767596508652727	3.71037866778923	0	0	0.0256523254819677	0	0.00855077516065591	3.19141239073096	0.00986627903152605	0	0.380838370616906	0.0868232554774292	2.21201975886814	40.2406056579822	0	0.0124972867732663	0	0.0230213177402275	0.347950773845152	0	2.37843099853321	0	0	0	0.141416666118531
avca-elkld_42_c13	0.189157848963618	8.66864763009132	35.2398898391071	0	0.401507464849978	2.87505435570373	0.434120887085085	4.51369763733874	1.08783881721989	0.627627192346717	0	0	0.0376866212494564	0.014494854326714	0.0101463980286998	0.0391361066821278	0.014494854326714	0	0.0231917669227424	2.03652703290332	5.43339614436875	0	0	0	0.00652268444702131	0.00869691259602841	4.47673575880562	0.0427598202638063	0	0.292796057399623	0.0260907377880852	2.6025510943615	28.5490650818959	0.036237135816785	0	0	0.0268154805044209	0.158718654877518	0	1.87708363530946	0	0.014494854326714	0	0.23481664009276
avca-elkld_43_c13	0.0966818074025429	10.7964391907915	27.4548970247542	0	0.407705357631478	2.54291395319141	0.352979806271548	5.64129225268611	1.28148999434503	0.363924916543534	0	0	0.001824185045331	0.0136813878399825	0.0601981064959229	0	0	0	0.0300990532479615	0.855542786260238	4.93898101023368	0	0	0	0	0.0118572027946515	6.18581148871742	0.0410441635199475	0	0.343858881044893	0.0209781280213065	2.88586074171364	32.775132709462	0.023714405589303	0.012769295317317	0	0.0629343840639194	0.10124227001587	0	2.54382604571408	0	0.010945110271986	0	0.141374341013147
avca-elkld_44_c13	0.191575731490155	8.34071786042822	32.264053809994	0	0.316479732637922	3.81463571072908	0.342642057202657	5.6299634571402	0.954502873635972	2.83650235038948	0	0	0.0514807031757686	0.0143470812129191	0.146846595943996	0.0725793520182968	0.0860824872775147	0	0.0118152433518157	1.45411887822704	4.43915571646792	0	0	0.0666717303423889	0	0.344329949110059	3.41207349081365	0.013503135259218	0	0.218582002008591	0.0953658927682271	2.48879661746462	29.5803056772244	0.118152433518157	0	0	0.033757838148045	0.181448380045742	0	2.11830434378982	0	0.0109712973981146	0	0.350237570785964
avca-elkld_45_c13	0.0808599993731783	13.1620020685116	31.7397436299245	0	0.569780925815652	2.1700567273639	0.362302942927884	6.40987871000094	1.75948851349234	0.187419688469615	0	0	0.0119096123107782	0.0181778293164509	0.0407434105368728	0.0244460463221237	0.0833672861754474	0	0.0200582944181528	1.30566960228163	5.34866957094055	0	0	0	0	0.0294606199266619	3.53715485630113	0.00376093020340364	0.00250728680226909	0.266399222741091	0.0263265114238255	3.55595950731814	26.5828814993575	0.116588836305513	0	0	0.02758015482496	0.0689503870624001	0	2.28413827686714	0	0.0219387595198546	0	0.181778293164513
