	Filobasidiaceae	Didymellaceae	Phaeosphaeriaceae	Lophiostomataceae	Mycosphaerellaceae	Nectriaceae	Pleosporaceae	Chaetomiaceae	Saccotheciaceae	Didymosphaeriaceae	Sporormiaceae	Pleosporales_fam_Incertae_sedis	Stachybotryaceae	Cladosporiaceae	Lentitheciaceae	Blastocladiomycota_fam_Incertae_sedis	Wiesneriomycetaceae	Trimorphomycetaceae	Podosporaceae	Sclerotiniaceae	Zopfiaceae	Chaetothyriales_fam_Incertae_sedis	Coniochaetaceae	Others	Unclassified
avca-elkld_16_c19	1.5573200727195	0.601539942252166	1.27793818842905	4.90589241792322	3.57715752325954	1.11485402630735	2.11474708587317	1.01058710298364	0.257993797454818	4.62116351192386	4.43268099668485	9.24099026842049	2.50775318147792	1.07074109720885	0	2.16287028125334	1.43834883969629	0	0.117634477595979	0	3.99689872740883	0.397016361886429	1.51187038819378	24.3449898406587	27.7390118703882
avca-elkld_17_c19	1.52774703994689	0.915679982295009	2.71937589908155	0.750387296669249	6.78529932499723	1.01250414960717	0.304304525838221	0.762144516985725	0.344417395153259	0.316753347349784	0.418418723027553	0.216471174062189	0.225461989598318	0.227536793183579	26.027027774704	0.25589244218214	0.124488215115636	39.6647117406219	1.94616576297444	0.0110656191213898	0.376231050127255	0.24275201947549	0.131404227066504	7.6608664379772	7.03289255283833
avca-elkld_18_c19	10.8747249701149	5.47980804213371	8.65889364356127	3.78891564595208	2.07203617400946	5.10732662289288	2.95906169331786	0.667001611198697	12.0233537187505	2.88629788118709	0.971916633460959	5.57162904315587	1.51937769615911	5.85921934824414	0.592505327350531	1.59560645172468	0.538798704111155	0.985776407200152	0.0103948303043953	0	0.41925815561061	0.0831586424351622	0.284125361653471	20.6805148905944	6.3702985048769
avca-elkld_19_c19	7.39793564376013	2.23045386836104	22.6103692376646	5.08838766659197	3.00030319408376	1.95362448753609	2.29636562570031	1.77302627242648	1.94571507665537	1.23254986224443	1.35778220118905	2.40182443744315	2.47300913536957	0.943856365098406	4.70082653343703	1.26155103547371	0.618252283842392	1.10599928815302	7.80527030411685	0	1.51860688909688	0.850261669676637	0.370424076246721	14.5796807234474	10.4839241223849
avca-elkld_20_c19	0.902102719429652	1.53630826763474	2.71833619454802	7.74277497731075	0.0470186871945152	1.90152318677353	20.7057176910544	1.54177555684341	0.197915869353657	0.607962560003499	2.10162597181066	1.56692508720326	7.0801395252206	0.202289700720589	6.85816758334882	2.20331755109182	0.530327053240462	0	6.12555082938777	0.0732616753961051	1.68173816058522	0.486588739571146	0.601401812953102	12.523372661367	20.0638579379572
avca-elkld_21_c19	5.23020517520976	4.10491433406191	2.74131001903688	2.67362335190016	6.26665726574068	1.86843404075301	3.65931044207854	7.53014171895932	3.26729182824508	3.65649016428118	4.84100683917366	0.462525558767539	1.03081153493619	1.37911584291053	1.08721709088345	0.695198477049989	0.905309172953536	0.781216949869562	7.12261157724036	0	0.83480222801946	0.184728195727279	0.475216808855672	22.1377705704012	17.0640908129451
avca-elkld_22_c19	2.68628509719222	1.62758407898797	2.28710274606603	1.53694847269361	0.933353903116322	1.54080530700401	0.593952483801296	0.287334156124653	0.223696390003085	5.36292810860845	3.55985806849738	3.1163221228016	0.833076211045974	0.229481641468683	1.39231718605369	8.57374267201481	5.0717371181734	0.217911138537488	0	0	1.12812403579142	0.719299598889232	0.998920086393088	26.6738660907127	30.4053532860228
avca-elkld_23_c19	1.27850503361101	2.93493293879258	1.2029204592969	2.90920201987714	0.705992087742433	1.15306680389823	1.08713132417741	1.24312502010228	0.609501141809527	2.03113441188768	0.879675790421665	3.35788491846515	1.21900228361905	0.184940979704738	0.960084912032421	0.382747418867196	0.786401209353189	0.143128236467145	0.0305554662120871	0	0.739763918818951	0.294297385095365	1.0646167701264	20.4496478080474	54.3517416615741
avca-elkld_24_c19	1.03978103775361	2.59945259438402	0.396796663432436	2.86012193532504	7.96200020274282	2.87315540237209	0.934065138371975	2.19107062690976	0.334525654207638	0.764630066760315	2.81522888216298	0.738563132666213	0.687877427483238	0.354799936280828	1.04847001578498	2.17948532286794	1.24686834750119	0.0724081502613934	1.8550968096969	0	0.215776287778952	0.703807220540744	3.40318306228549	23.9222046833592	38.8006313990703
avca-elkld_25_c19	3.0667025765329	2.36107370500045	1.59080707424365	6.22317981865518	1.60876200736152	1.31071011760481	4.75805727623665	1.54951072807254	1.81344824490529	8.04919651674298	0.678696471855642	1.33405153065805	1.52976030164288	1.10602388006105	0.125684531825119	2.19588832031601	6.7474638656971	0.0161594398060867	0.00897746655893707	0	1.11859233324356	0.763084657509651	0.463237274441153	31.2721070114014	20.3088248496274
avca-elkld_26_c19	1.54554422887208	0	1.05698313524686	0.695260017851271	50.6083525156199	0.347630008925635	0.981819890073754	13.8535256259689	2.04350072814394	0.441584065392023	0.714050829144548	1.06168083807018	0	0.591910555738244	0	1.89787194062104	0	0	0	0	0	0.253675952459247	0	9.60210457086485	14.3045050970076
avca-elkld_27_c19	12.8267232849604	6.63650230870712	2.48701352242744	1.66968997361478	6.21804914248021	4.74109498680739	2.98585916886544	0.818354221635884	3.89388192612137	5.10079980211082	14.5438242084433	0.745176451187335	1.68927275725594	3.04460751978892	0.408146437994723	1.24196075197889	1.31410784960422	0.589544854881267	0.0412269129287599	0	0.778157981530343	0.900808047493404	0.787434036939314	16.4289248021108	10.1088390501319
avca-elkld_28_c19	6.59483052581327	2.19088863124872	5.63493146013776	2.8302530177999	6.85057628043374	0.0801336697810816	3.27354565914206	3.30082520630158	4.0169133192389	1.22075973538839	3.69126372502216	0.86612562231467	21.7656686898997	0.499556707358658	0.811566527995635	2.40571506512992	5.29734706403874	0.265975584805292	0.349519197981313	0	1.0621973675237	0.134692764100116	0.618904726181545	17.8578735592989	8.37993589306417
avca-elkld_29_c19	10.770394854742	2.85936162163238	7.98669879134227	2.40536827223671	7.38336552438223	4.27112164234085	2.37550028872384	0.609306863662611	7.52075824854145	1.2006929372175	1.13100097568746	2.87728241174011	2.90914159415384	0.874136317476753	1.63676549650545	1.02546743394198	0.438063758188805	0.438063758188805	0.179207901077239	0	0.678998825192649	0.392266183469067	23.7350908982298	10.5633101690528	5.73863523227335
avca-elkld_30_c19	3.07796700668543	2.23477980355295	3.28153331034406	5.51408834555102	4.23484654660334	3.33826490316696	2.67528393606016	10.8668809860173	0.404907838971267	2.08238317185223	1.48614525512531	0.63517136278185	2.58518081804732	0.729724017486679	2.94893044261766	1.53953969542921	0.594013148380925	0.338164788591388	2.15802529561609	0	0.971111383027242	2.30486000645183	0.67966672970177	27.2545246226237	18.0640065853143
avca-elkld_31_c19	2.46361492804293	1.96763964549963	5.07846166354988	6.46881860313847	0.256931457842101	2.68639726807057	3.4238555980161	1.94893893812505	0.879746320839093	4.87438003089682	2.77177006260672	1.84242621351329	0.339051955443532	0.996829010488658	2.070086998943	0.500040653711684	0.886250914708513	4.68168143751524	5.09391007398976	0.0463452313196195	0.643954793072608	12.6124075128059	0.452882348158387	21.1667615253273	15.8468168143751
avca-elkld_32_c19	1.22699386503067	0.892111663702037	0.746905289142193	15.6378190002541	0.22234726104476	0.40748538860856	0.522742948415435	21.6293970305296	0.0961992231458961	0.316731404508658	9.38305441608887	0.273169492140705	0.272261952299706	0.0635277888699314	1.03550295857988	0.0925690637819	0.496424293026464	0.0281337350709696	7.85747994336951	0.206011543906778	0.547246524122409	1.33226848658656	0.782299342941155	14.5160997567793	21.4152176280539
avca-elkld_33_c13	13.5186647712315	6.75827936608224	4.94392670984047	1.84804928131417	3.32122360869794	4.93023745590481	0.963512873163797	1.26994155741589	1.73853524982888	4.41004580634971	4.6733006897278	3.73716632443532	0.289580371715895	2.0386458168799	0.731848575791081	1.01826988890644	0.84346864634339	0.349602485126099	0.173748223029537	0.0136892539356605	0.974043068498921	0.319064918654241	0.538092981624809	24.3826672984784	16.2143947770231
avca-elkld_34_c13	13.3302868458382	3.23403688153924	4.51641771151668	1.34045449785318	0.291320366720932	2.26677710183836	2.11159664505565	0.24752710897857	15.0639286360304	4.66302992221937	0.829215815078209	0.53313531164615	0.0714020506668952	8.70248193528118	0.951075314883043	0.771142147202468	0.0990108435914279	0.49505421795714	0	0.0542655585068403	0.722588752748979	0.793990803415874	0.156132484124944	27.398394881901	11.3567341654052
avca-elkld_35_c13	6.95333333333333	2.15666666666667	2.52333333333333	2.15	2.995	10.0616666666667	1.35666666666667	1.63666666666667	0.878333333333333	5.885	1.935	3.77	1.41166666666667	1.18666666666667	1.065	3.60666666666667	3.02166666666667	0	0.665	0	1.19833333333333	0.976666666666667	1.01	24.7916666666667	18.765
avca-elkld_36_c13	8.37979642999027	5.00705508445553	4.11249777388112	4.55772155020069	4.76320944696357	3.40150965108155	4.32620518651451	1.12059399701358	2.19461073742757	3.92207898954752	1.76034631560201	1.5096510815513	0.339739989314629	0.791813362192967	1.85487074811294	5.939970135759	1.12881351288409	0.6205734482239	0	0.0273983862350508	3.98920503582339	4.50977437428935	1.62609422305026	21.3981396495746	12.7183308903106
avca-elkld_37_c13	1.77731768462277	3.36879653766043	4.60356461329309	3.91384062761141	0.739613604899161	4.57612532272347	2.4046796462826	1.0913354203824	3.77040797236115	2.58927123738728	1.2123177469848	2.66285842573307	0.255684298489592	1.22479015178917	0.818189755166694	0.250695336567844	0.677251580877309	0.185838831585118	0.0673509859435998	0.809459071803634	0.733377402496975	0.788255983636205	0.362946979807177	45.6215622934258	15.4944684884693
avca-elkld_38_c13	4.48404820167136	7.93942471951614	5.84145159056281	4.11838034996999	9.07428782492267	3.85613370885082	2.27803684380627	1.63811810332887	1.21242901334318	3.59942748972713	1.32508426058451	1.89390091878665	0.270557274112378	1.48760330578512	1.26321621496837	1.69352232328362	1.64550533265617	0.322267879403481	0.0784893116025671	0.00369361466365022	0.272404081444203	0.658386813795651	0.750727180386906	31.8444988226603	12.4484048201671
avca-elkld_39_c13	7.20905132308608	4.98840051112186	15.9924076072798	3.65352884985175	1.4614115399407	3.29623978066421	1.19840708623321	0.719540486558239	3.74285111714864	2.98981478035406	2.8980113389656	1.24306821988165	4.77377895220018	1.14134008212686	1.19096356395847	6.29846043147617	4.721674296277	0.573151215155011	0.0756758097931941	0	0.868410932053047	0.54089595196447	0.410634312156512	14.5409207637054	15.4713610480479
avca-elkld_40_c13	7.58120674585548	5.97641529710135	5.29867747990429	1.72801650642633	1.05171153873709	7.54825120717571	1.20789213508905	1.17780229542491	0.637618030978206	5.57521743491281	11.7207089739365	3.40874897909473	1.89136135031738	0.938516427619607	0.538751414938889	7.54395265865226	1.6721353756215	0.949979223682137	0	0	1.37266982848791	1.33541574128469	0.573139803126478	21.8265965525641	8.44521499906865
avca-elkld_41_c13	5.14903201073414	1.71075330649799	1.90003833620855	2.79375119800652	2.37444891700211	3.47901092581944	38.8513513513513	0.103028560475369	1.13810619129768	2.90396779758482	1.14050220433199	9.2701744297489	3.82403680276021	1.44479585968948	0.285125551082998	4.46856430898984	0.400134176729921	1.19800651715545	0.0958405213724363	0	2.37924094307073	0.462430515622005	0.445658424381829	8.79097182288672	5.39102932719955
avca-elkld_42_c13	9.81821434161393	1.74406904724638	14.3349059767905	2.28964962100038	3.38081076850837	2.14431053372985	2.51772018871721	1.4757507322854	1.67922545446415	1.67251749659012	1.36395143438499	1.55177425485768	0.711043534646602	0.706571562730586	1.55401024081569	0.836258748295061	0.254902399212933	0.337633879659236	1.91400398005501	0.0894394383203273	0.51651275629989	13.9570243498871	0.192294792388704	23.3817051628916	11.5756993046084
avca-elkld_43_c13	2.9226831247826	1.80159289351873	2.72647003736967	24.4900689421439	0.254185135966751	2.19669470135476	2.16458710523265	2.59358026453092	0.159646102940521	1.78464721778761	2.03080545472383	1.96391462946942	0.49499210688262	0.517289048634089	0.810716802083426	0.25507701363681	0.280049588398455	0.0686745805945256	3.5371868394531	7.04226608278409	0.879391382677952	0.651962576812964	2.22077539844635	28.6381919855872	9.51455098418701
avca-elkld_44_c13	15.3439153439153	3.92436544510277	6.01150854607076	2.93687367420086	0.882646965596274	2.78204471752859	4.88503645185673	2.51871357862141	7.71096969253651	2.64794089678882	1.07770706849048	2.71133543022944	0.575427303537903	4.07919440177505	1.83844146977788	0.698558993489869	0.224319118328335	1.46051252042035	0.969204886255578	0.779021285933728	0.604686318972033	0.430351352010338	0.221880867042157	23.1304708263234	11.5548728451954
avca-elkld_45_c13	3.69258920402562	2.33211344922232	2.94693504117109	4.580054894785	0.0484903934126258	6.08691674290942	5.04574565416285	4.10612991765782	1.09606587374199	1.88838060384263	2.2516010978957	1.16742909423605	1.80237877401647	1.9423604757548	1.21591948764867	0.133577310155535	0.661482159194877	0.392497712717292	3.97895699908509	0.0173833485818847	0.60384263494968	0.231473010064044	1.61848124428179	36.1143641354071	16.0448307410796
avca-elkld_46_c13	8.01324097345675	2.16514436339116	4.04340096855269	12.2037638693067	0.264819469135046	5.76472751793048	2.44345000919512	1.6391834733035	1.86109238031018	1.76423711150616	1.47489732115491	1.21865996444553	0.46466008704714	0.979586832587507	1.93465334395881	1.26279654263471	0.702507202844357	0.89499172439159	7.63808005884877	0.064978851222951	0.714767363452461	1.05069576411451	0.559063323729541	20.1900324894256	20.6865689940538
avca-elkld_47_c13	3.37950546215739	16.4674233008439	2.36557205468699	5.64123111140184	0.398214168901681	3.74991823117682	2.53973964806698	1.91339046248446	5.68375089945706	1.15948191273631	7.60777130895532	0.533950415385622	0.260024857722248	3.81942173088245	3.60028128475175	0.518414338980833	0.197062863871263	0.218322757898868	0.667233597174069	0.43092169817492	0.773533067312095	0.293550075227317	0.442369333420553	28.0516124811932	9.28730293713613
avca-elkld_48_c13	9.89747852590745	11.9922416181768	6.2200055417013	2.60681629260183	0.981989470767526	17.3588251593239	4.47769465225824	1.33776669437517	0.723746190080355	4.15073427542255	0.833471875865891	0.449986145746744	0.897755610972569	1.7910778609033	2.37628151842616	1.03186478248822	0.241618176780272	0.895538930451649	0.651704073150457	0.0232751454696592	0.595178719866999	0.361318924909947	0.27819340537545	24.0609587143253	5.76447769465226
avca-elkld_49_c12	8.48797481074563	8.0726200844108	13.5110872914852	4.30897032223488	2.73330207007436	1.07322301869096	3.27862263013332	2.3514436926375	4.18168419642259	2.98117505191934	2.55242178602532	1.47785891337844	0.399276478863804	1.84229918938836	1.0759027266028	2.00442151805453	1.72171233335566	0.821330474978227	0.48234742413077	0.0777115294432907	2.39029945735915	0.21303677899109	0.814631205198633	28.0002679707912	5.14637904468412
avca-elkld_50_c12	34.2965949820789	5.70175438596491	9.42510847009998	2.38634219958498	0.870118845500849	3.31894925485757	1.67774948122996	1.13657800415016	7.05763063572911	1.10592341067723	0.766364836823241	1.15190530088663	0.233446519524618	11.4471326164875	0.272354272778721	1.99726466704395	0.376108281456329	1.44430296170534	0.0165063195623467	0	0.182748538011696	0.0589511412940955	0.198075834748161	11.9871250707414	2.89096396906244
avca-elkld_51_c12	7.05009507002871	3.37529670548175	5.65449190351324	1.87281742826252	4.92624305615967	2.37612934494886	1.51242124100563	0.447388370387861	6.94694719574484	3.04969739147725	2.38482856326196	7.93990082891123	16.5384567586713	2.5774541116234	0.855008885630134	1.15699603564194	0.536866044465433	0.725763356406974	0.113089838070265	0.00869921831309729	0.407620515242273	2.39477052704836	0.434960915654865	20.9390184796252	5.7750382144233
avca-elkld_52_c12	21.7795837763937	4.18597144159198	8.21433996658059	2.81026887437339	4.98822725201276	2.64602005164818	1.19341485644843	0.52692541394501	1.77540634968859	6.09999240467872	1.63489290596992	1.52096308673857	0.425337991797053	1.09372626462099	0.590536229682516	0.949415160261279	0.565851435515722	0.487049977214036	0.0750037976606411	0	0.205073674616436	0.730100258240924	0.406349688591827	19.3281938325991	17.7673553091296
avca-elkld_53_c12	7.54296556136519	17.6634971062134	20.3344584905244	6.55679837624374	4.32633970922408	3.482104117487	1.96792198910142	0.440502717291386	4.45135717489944	8.98140181348865	2.18854104617557	1.27444275303167	0.310337473617638	0.39711430273347	0.414763827299402	0.983960994550709	0.247093343923048	0.701568601495797	0.691273045499003	0.0102955559967937	0.433884145579162	0.126488259389179	0.158845721093388	11.3324655650422	4.9815783087343
avca-elkld_54_c12	15.6615669911915	32.0370885489105	4.88919796012981	1.84237366713027	5.83866481223922	2.82336578581363	1.29439035697728	0.455261937876681	3.18683356513676	2.0176170607325	0.977283263792304	3.24153917477979	5.8618451553083	2.26425591098748	0.713027352804821	0.501622624014835	0.518312471024571	1.84051923968475	0.738062123319425	0.00649049605934168	0.793694946685211	1.09318497913769	0.391284191006027	6.38386648122392	4.62865090403338
avca-elkld_55_c12	25.9858327634878	6.47870531096032	7.34136377185138	1.22560622797328	16.4255781740396	5.269756106114	1.36762926726632	0.191117423246191	2.83344730243894	1.87698350078025	0.711868567320674	3.24987288061298	0.518121087791279	3.20954535093718	1.27207055564322	2.0242666526397	0.650500587379237	1.37113600897726	0.00964353970508302	0	0.456753107849841	0.288429505724756	0.366454508793155	8.58275033752389	8.29256746094367
avca-elkld_56_c12	4.47207638123353	4.20956260159564	8.98432391024084	5.90142187178864	2.749388090656	4.75981390482241	2.10571551353674	9.18331122363185	2.81104613142505	4.10119392388035	2.65970366771921	1.30229255806132	1.02950243829525	1.19112124212926	1.73576726892248	1.12759477588236	1.60684591095084	1.14160796696624	0	0.00747370191139926	1.50968778610265	0.515685431886549	1.00801554529998	25.391902243979	10.4949459090824
avca-elkld_57_c12	6.52423508967914	3.85868553342022	3.91919568050642	3.37460435673059	1.39638800968162	1.82771675044995	1.23657915968473	3.15118227518153	2.08837584559052	2.70433811208341	1.43827964997207	2.6826165208217	0.660956991249302	0.941786135418606	0.833178179110035	5.32023831688699	0.865760566002607	0.808353503382362	0.169118103394774	0	0.732327933966363	0.130329547570285	0.420467945137467	21.6253956432694	33.2898901508099
avca-elkld_58_c12	5.78808175467847	1.70609710524046	1.55086670307874	1.68310000862391	8.57360508235835	1.80670940293788	2.61448242159427	2.83008020237445	0.804898381579326	7.10322821743755	3.18797251846954	2.35432776611953	0.986000517434674	1.62273263000546	1.21453416506166	2.06973869548969	8.29045333026705	0.165291631931469	0	0	1.73771811308822	1.56380256992555	1.88576192255728	20.0620921608647	20.3984246988818
avca-elkld_59_c12	7.72841147297919	16.0202464338668	7.50038345518687	0.802699524515568	2.38457998875198	2.79666649624214	1.26693593742011	0.199396697172657	1.06038141009254	1.27000357891508	1.48882867222251	1.32113093716448	0.373229715220615	1.57267753975152	0.764865279411013	1.54609131346183	2.21688225369395	0.351756224755867	0.0347666036095915	30.295004857099	0.273020093051792	0.26892990439184	0.233140753617261	11.9545989058745	6.27537195153127
avca-elkld_60_c12	9.46078577164441	4.58465931059096	8.62653540731047	0.862504833001219	2.6455105136365	3.07825000743539	1.57778901347292	0.417868720816108	1.29821848139666	1.69675519733516	1.3904172738899	1.44246497932963	0.397049638640217	1.79787645361806	0.743538649138982	1.89304940070785	2.7600154656039	0.547244445766291	0.043125241650061	32.6696011658686	0.379204711060881	0.264699759093478	0.264699759093478	14.5688962912292	6.58923950866966
avca-elkld_61_c12	7.11197831471702	11.0120577651073	4.09987381408609	4.60228069355517	9.86703743515446	2.11361405804552	0.946394354348741	1.32495209608824	1.67897368790017	10.3086881338505	3.78440902930317	0.983782773285975	0.775809692947609	3.30069635930271	1.4511380100014	1.35766696265832	0.783988409590129	0.275739589662102	0.0443987474879656	0.0151890451932514	1.28172173669206	1.40440248632986	0.417114548768519	20.175725569005	10.8823666869187
avca-elkld_62_c12	12.9956909101497	1.01976940546206	7.12091655505736	2.69099749606941	3.60667908926804	1.0430617830315	3.7289640715076	0.740260874628778	2.86132300704594	1.7738601292727	4.40881034181564	1.80006405403832	0.0895300762825365	14.2287311477319	1.49071216444419	0.349385663541606	0.448378268211728	0.960082687940371	0.174692831770803	0.145577359809002	0.323909625575031	0.412711815058522	0.139754265416642	31.4738251907064	5.97231118616433
