Sample,Year,Treatment,Functional,Native,Common,Scientific,Cover
6,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.75
6,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,4.375
6,2015,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.625
6,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,13.125
7,2015,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.125
7,2015,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,1.5
7,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.625
7,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,1.25
7,2015,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.125
7,2015,Treated,Shrub,Native,Shortleaf baccharis,Baccharis brachyphylla,0.125
7,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,24.5
9,2015,Treated,Annual grass,Native,Feather fingergrass,Chloris virgata,0.125
9,2015,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.625
9,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
9,2015,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.625
9,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,11.875
9,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.125
9,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.625
9,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,1.5
9,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,10.625
9,2015,Treated,Shrub,Native,Ocotillo,Fouquieria splendens,0.75
9,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,3.75
9,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.125
10,2015,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.125
10,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
10,2015,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
10,2015,Treated,Perennial forb,Native,Slender janusia,Janusia gracilis,0.25
10,2015,Treated,Perennial grass,Invasive,African lovegrass,Eragrostis echinochloidea,0.75
10,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.125
10,2015,Treated,Perennial grass,Native,Fluffgrass,Erioneuron pulchellum,0.125
10,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.125
10,2015,Treated,Perennial grass,Native,Slender grama,Bouteloua repens,0.125
10,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,3.875
10,2015,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,0.125
10,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,0.625
11,2015,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.125
11,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,1.25
11,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.625
11,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,4.375
11,2015,Treated,Perennial grass,Native,Slender grama,Bouteloua repens,0.25
11,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.875
11,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,40.625
12,2015,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
12,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,15
12,2015,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,3.75
12,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.125
12,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.375
12,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,0.125
12,2015,Treated,Shrub,Native,Shortleaf baccharis,Baccharis brachyphylla,3.75
12,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,3.75
13,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,8.25
13,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.125
13,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.625
13,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,8.125
13,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.125
14,2015,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.875
14,2015,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.125
14,2015,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.875
14,2015,Treated,Perennial forb,Unknown native status,Coulter's wrinklefruit,Tetraclea coulteri,0.125
14,2015,Treated,Perennial forb,Unknown native status,Ditaxis,Ditaxis,0.125
14,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,8.75
14,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.125
14,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.625
14,2015,Treated,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,4.375
14,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,7.625
14,2015,Treated,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,1.25
14,2015,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,3.75
14,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,0.125
14,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,19.375
15,2015,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
15,2015,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.75
15,2015,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,1.375
15,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,1.375
15,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,1.875
15,2015,Treated,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,4.375
15,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.125
15,2015,Treated,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.125
15,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,0.25
16,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.25
16,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.375
16,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,10.625
16,2015,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,1.25
16,2015,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.625
16,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.375
16,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,4.375
16,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,10.125
16,2015,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.75
16,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,25
17,2015,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
17,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.25
17,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.125
17,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.75
17,2015,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.125
17,2015,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.125
17,2015,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,4.375
17,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.875
17,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.625
17,2015,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.125
17,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,9.375
18,2015,Control,Annual grass,Unknown native status,Annual bristlegrass,Setaria,0.125
18,2015,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
18,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.75
18,2015,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,4.625
18,2015,Control,Perennial forb,Native,Snakecotton,Froelichia,0.125
18,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.125
18,2015,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.625
18,2015,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.625
18,2015,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.625
18,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.375
18,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,1.25
18,2015,Control,Perennial grass,Native,Tanglehead,Heteropogon contortus,17.5
18,2015,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.125
18,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,0.125
18,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,28.125
19,2015,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.125
19,2015,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,0.125
19,2015,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.625
19,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.75
19,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.25
19,2015,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.125
19,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,4.375
19,2015,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.125
19,2015,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.125
19,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,4.375
19,2015,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.625
19,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,0.75
19,2015,Control,Shrub,Native,Trixis,Trixis,0.125
19,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,43.75
20,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
20,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.75
20,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5
20,2015,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,1.25
20,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.875
20,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,3.875
20,2015,Control,Perennial grass,Native,Sprucetop grama,Bouteloua chondrosioides,0.625
20,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,7.5
20,2015,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,3.75
21,2015,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
21,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.375
21,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.125
21,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,7.5
21,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,5.625
21,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
21,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,0.25
22,2015,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,0.625
22,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.25
22,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.625
22,2015,Control,Perennial forb,Native,Slender janusia,Janusia gracilis,0.625
22,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,1.375
22,2015,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.625
22,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,2.5
22,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.75
22,2015,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.625
22,2015,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.625
22,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,3.875
22,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,28.125
23,2015,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.0625
23,2015,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
23,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.25
23,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.375
23,2015,Control,Perennial forb,Unknown native status,Spurge,Euphorbia,0.125
23,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.375
23,2015,Control,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,0.625
23,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,5.625
23,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
23,2015,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.625
23,2015,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.625
23,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,0.125
24,2015,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
24,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
24,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.125
24,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.75
24,2015,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.625
24,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,14.375
24,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.625
24,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,0.625
25,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
25,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,10.625
25,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,0.75
25,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.75
25,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,3.75
26,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.625
26,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.25
26,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,4.375
27,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.25
27,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.125
27,2015,Control,Perennial grass,Native,Green sprangletop,Leptochloa dubia,0.625
27,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,10.125
27,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
27,2015,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,1.25
27,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,24.375
28,2015,Control,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.125
28,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.25
28,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.125
28,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,10.125
28,2015,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.25
28,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,2
28,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
28,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,3.75
29,2015,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.125
29,2015,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.125
29,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.25
29,2015,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,3.75
29,2015,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.625
29,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,2.5
29,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
29,2015,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,4.375
29,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,0.625
30,2015,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.125
30,2015,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,0.125
30,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
30,2015,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.25
30,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.625
30,2015,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.625
30,2015,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.625
30,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,8.125
30,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.625
30,2015,Control,Shrub,Native,Desert broom,Baccharis sarothroides,0.125
30,2015,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.75
30,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,4
31,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5
31,2015,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.125
31,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.375
31,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.75
31,2015,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,0.625
31,2015,Control,Shrub,Native,False mesquite,Calliandra eriophylla,3.75
31,2015,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.625
31,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,15.75
32,2015,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.25
32,2015,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,1.375
32,2015,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.625
32,2015,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.875
32,2015,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
32,2015,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.125
32,2015,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.625
32,2015,Control,Tree,Native,Velvet mesquite,Prosopis velutina,15.625
33,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.25
33,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.375
33,2015,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.75
33,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,3.75
33,2015,Treated,Shrub,Native,Burroweed,Isocoma tenuisecta,13.125
33,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,9.375
33,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.125
33,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,13.25
34,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.625
34,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.625
34,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,1.25
34,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.625
34,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
34,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,34.375
34,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,25
35,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
35,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.625
35,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.75
35,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,5
35,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
35,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,61.875
35,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,5
36,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
36,2015,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
36,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,7.5
36,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,44.375
36,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,18.75
37,2015,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.125
37,2015,Treated,Perennial grass,Native,Bush muhly,Muhlenbergia porteri,3.875
37,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,2.1875
37,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,4.375
37,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.125
37,2015,Treated,Shrub,Native,Brickellia,Brickellia coulteri,5
37,2015,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,3.75
37,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,26.25
37,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,3.75
38,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,3.875
38,2015,Treated,Perennial grass,Native,Bush muhly,Muhlenbergia porteri,0.625
38,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,3.875
38,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.25
38,2015,Treated,Shrub,Native,Brickellia,Brickellia coulteri,4.375
38,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,4.375
38,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,7.5
38,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,46.25
39,2015,Treated,Annual forb,Native,Pigweed,Amaranthus palmeri/fimbriatus,1.375
39,2015,Treated,Perennial forb,Unknown native status,"Unknown perennial forb, C13",NA,0.75
39,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.25
39,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,4.375
39,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,5.625
39,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.625
39,2015,Treated,Shrub,Native,Burroweed,Isocoma tenuisecta,3.75
39,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,15.625
39,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.25
40,2015,Treated,Annual forb,Native,Pigweed,Amaranthus palmeri/fimbriatus,0.125
40,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
40,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,1.5
40,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,4.375
40,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,1.25
40,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,14.375
40,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,26.875
40,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.75
41,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
41,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,4.375
41,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,3.875
41,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.125
41,2015,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.125
41,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.875
41,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.625
41,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,29.375
41,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,3.75
41,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,26.875
42,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
42,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.625
42,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,7.5
42,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.75
42,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,32
43,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
43,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.125
43,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,4.5
43,2015,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,13.125
43,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,25.125
43,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,1.25
43,2015,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.125
44,2015,Treated,Annual forb,Native,Pigweed,Amaranthus palmeri/fimbriatus,1.25
44,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
44,2015,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,1.875
44,2015,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,3.75
44,2015,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.125
44,2015,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.125
44,2015,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,3.75
44,2015,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.75
44,2015,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,0.625
44,2015,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,19.375
44,2015,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.125
45,2015,Treated,Annual forb,Native,Pigweed,Amaranthus palmeri/fimbriatus,4.5
45,2015,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.125
